Key: TUMOR                      Mask_Color: [197]

Key: TUMOR
   2018-04-20 02.05.32.ndpi_0_29845_8382.jpg
   2018-04-20 02.05.32.ndpi_0_29972_8382.jpg
   2018-04-20 02.05.32.ndpi_0_30099_8382.jpg
   2018-04-20 02.05.32.ndpi_0_30226_8382.jpg
   2018-04-20 02.05.32.ndpi_0_30353_8382.jpg
   2018-04-20 02.05.32.ndpi_0_30480_8382.jpg
   2018-04-20 02.05.32.ndpi_0_30607_8382.jpg
   2018-04-20 02.05.32.ndpi_0_30734_8382.jpg
   2018-04-20 02.05.32.ndpi_0_30861_8382.jpg
   2018-04-20 02.05.32.ndpi_0_29083_8509.jpg
   2018-04-20 02.05.32.ndpi_0_29210_8509.jpg
   2018-04-20 02.05.32.ndpi_0_29337_8509.jpg
   2018-04-20 02.05.32.ndpi_0_29464_8509.jpg
   2018-04-20 02.05.32.ndpi_0_29591_8509.jpg
   2018-04-20 02.05.32.ndpi_0_29718_8509.jpg
   2018-04-20 02.05.32.ndpi_0_29845_8509.jpg
   2018-04-20 02.05.32.ndpi_0_29972_8509.jpg
   2018-04-20 02.05.32.ndpi_0_30099_8509.jpg
   2018-04-20 02.05.32.ndpi_0_30226_8509.jpg
   2018-04-20 02.05.32.ndpi_0_30353_8509.jpg
   2018-04-20 02.05.32.ndpi_0_30480_8509.jpg
   2018-04-20 02.05.32.ndpi_0_30607_8509.jpg
   2018-04-20 02.05.32.ndpi_0_30734_8509.jpg
   2018-04-20 02.05.32.ndpi_0_30861_8509.jpg
   2018-04-20 02.05.32.ndpi_0_30988_8509.jpg
   2018-04-20 02.05.32.ndpi_0_31115_8509.jpg
   2018-04-20 02.05.32.ndpi_0_31242_8509.jpg
   2018-04-20 02.05.32.ndpi_0_31369_8509.jpg
   2018-04-20 02.05.32.ndpi_0_31496_8509.jpg
   2018-04-20 02.05.32.ndpi_0_31623_8509.jpg
   2018-04-20 02.05.32.ndpi_0_31750_8509.jpg
   2018-04-20 02.05.32.ndpi_0_31877_8509.jpg
   2018-04-20 02.05.32.ndpi_0_32004_8509.jpg
   2018-04-20 02.05.32.ndpi_0_32258_8509.jpg
   2018-04-20 02.05.32.ndpi_0_32385_8509.jpg
   2018-04-20 02.05.32.ndpi_0_32512_8509.jpg
   2018-04-20 02.05.32.ndpi_0_32639_8509.jpg
   2018-04-20 02.05.32.ndpi_0_28575_8636.jpg
   2018-04-20 02.05.32.ndpi_0_28702_8636.jpg
   2018-04-20 02.05.32.ndpi_0_28829_8636.jpg
   2018-04-20 02.05.32.ndpi_0_28956_8636.jpg
   2018-04-20 02.05.32.ndpi_0_29083_8636.jpg
   2018-04-20 02.05.32.ndpi_0_29210_8636.jpg
   2018-04-20 02.05.32.ndpi_0_29337_8636.jpg
   2018-04-20 02.05.32.ndpi_0_29464_8636.jpg
   2018-04-20 02.05.32.ndpi_0_29591_8636.jpg
